L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-instructions,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,iTLB-load-misses,instructions,node-loads,node-stores,class 
23847,642973,12522092,23588,1762,8620,232784,232705,11750,75000,4135,20569,968,2181643,1951,5525,ransomware
23650,859482,14000000,32760,129,10256,296743,292713,13668,75319,5785,26881,1065,2926411,61,5,ransomware
25358,1336419,14110743,45511,222,10164,443875,429770,19201,96377,6194,22827,1394,4564552,186,750,ransomware
24026,790278,14806466,26642,838,8339,277624,274901,13369,79116,4484,20300,1076,2684022,934,5103,ransomware
23045,653528,13230018,27702,436,10439,232717,233087,11287,67415,5506,28252,918,2219521,397,99,ransomware
23952,757289,15000000,30547,1082,10324,253132,255136,12349,82279,4443,22686,961,2559395,1269,6620,ransomware
23630,747588,14603592,31703,726,10986,250676,252519,12077,78249,4998,25787,938,2529423,826,4078,ransomware
23004,662505,14053051,27797,188,10405,234165,234847,11337,67857,5508,28234,922,2247865,134,364,ransomware
23826,695681,13626956,29090,145,10949,256627,258412,12205,71889,5915,28699,933,2388606,68,7,ransomware
26856,771954,6779810,36280,538,14482,346578,353725,16026,93176,6763,24778,973,2789650,534,210,ransomware
22586,686325,6708987,32009,622,11673,269402,266593,13044,73931,4839,20437,1019,2374110,703,282,ransomware
25212,1327712,13242102,45334,164,10183,445970,431167,19297,95232,6228,22445,1404,4541332,113,32,ransomware
22400,640996,6247268,31067,654,11778,256923,254962,12602,72426,4741,20295,992,2220944,745,300,ransomware
21770,482400,4583397,27783,807,12148,213080,214076,11048,67194,4397,19835,896,1684884,934,373,ransomware
25307,1341058,14000000,45291,113,10038,447357,432531,19307,95184,6321,23151,1406,4582737,46,3,ransomware
23960,792566,14894628,33768,1010,11293,259404,261862,12468,83742,4729,24493,946,2678265,1192,6041,ransomware
23225,735947,14000000,29545,133,10312,258107,256847,12222,70224,5648,27838,978,2501527,64,6,ransomware
23607,638261,14668344,21975,1004,8073,231689,232215,11750,74415,4039,19731,984,2162081,1140,6136,ransomware
23551,645202,14838514,22695,871,8327,232352,232871,11691,73396,4274,21141,976,2184878,973,5306,ransomware
23553,734903,12657922,32988,1035,11572,251359,253666,12256,81531,4578,23071,937,2494913,1227,5310,ransomware
24344,641649,5638259,28599,3847,10516,234102,232387,11687,75957,4434,22901,917,2191839,4183,3298,ransomware
24216,613790,1183342,31572,4625,11970,231352,229081,11539,75064,4614,23829,881,2112100,5017,1418,ransomware
30811,1023270,10673362,42301,215,15698,447072,458476,19643,111741,8746,30513,1034,3717749,71,12,ransomware
23405,886379,8746717,36165,479,11208,324475,317925,14994,80575,5272,21063,1139,3050084,519,204,ransomware
24673,1055973,14456253,35430,522,9065,359625,351051,16258,87188,5311,21333,1238,3599748,548,2888,ransomware
24062,806371,14983953,34402,1097,11387,262083,264729,12588,85428,4646,24096,949,2723948,1304,6644,ransomware
22983,654790,10120601,31333,951,11755,239219,241123,11874,76981,4520,22036,924,2237893,1121,3749,ransomware
29500,1004399,11850590,41903,608,14926,410915,420744,18304,109477,7631,28178,1020,3592531,599,2849,ransomware
21901,494225,5459999,27261,788,11808,214467,215455,11102,67726,4365,19789,903,1720856,913,846,ransomware
27410,1341024,12939650,46973,142,11796,478935,470200,20600,104639,7207,24713,1359,4655295,51,6,ransomware
23873,924283,14000000,34446,127,10227,317010,311527,14427,77992,5857,26379,1111,3149288,59,5,ransomware
23896,734902,15000000,28824,1068,9854,249037,250747,12236,80780,4361,22104,966,2484388,1245,6562,ransomware
23504,645909,14773434,23062,814,8484,232369,232893,11658,72889,4374,21709,972,2187661,903,4895,ransomware
27707,877699,11985858,36430,184,13588,362443,369573,16338,94032,7488,29707,989,3127114,70,10,ransomware
23792,900910,14000000,33838,128,10237,309700,304741,14153,77028,5831,26560,1094,3068897,59,5,ransomware
30209,1250660,11371324,47110,188,14438,497395,499693,21454,114897,8416,27724,1226,4451993,61,10,ransomware
31548,1049164,10614388,42340,390,15638,463294,475509,20377,116656,8692,28977,1056,3823057,281,1235,ransomware
24731,1077532,14547117,40115,659,10773,354902,349034,15967,91153,5427,23415,1175,3665364,744,3695,ransomware
24025,645981,5757032,30426,3351,11316,234108,232538,11494,72845,5009,26137,894,2207760,3596,998,ransomware
25131,1035123,7487721,39876,2663,10937,354945,345138,15982,87567,5555,23627,1174,3542882,2843,788,ransomware
25200,1271068,14220897,44149,332,10318,421415,409390,18385,95058,6001,22976,1339,4337570,327,1494,ransomware
24254,884058,14682855,29744,726,8595,306567,301779,14389,81965,4776,20664,1134,3007237,798,4321,ransomware
23065,803418,7901689,34441,538,11401,301636,296638,14186,77820,5093,20803,1090,2769763,595,236,ransomware
32622,1108209,9907546,45727,233,16930,496451,510349,21572,122074,9480,30983,1060,4062373,73,13,ransomware
24088,645492,5273648,30602,3539,11373,234198,232502,11508,73196,4976,26000,893,2206999,3803,1056,ransomware
23593,742531,14570870,31471,694,10951,249694,251469,12033,77631,5028,25932,937,2512689,785,3857,ransomware
29797,975742,11101888,40384,205,15009,419441,429449,18564,105960,8335,30250,1019,3524909,71,11,ransomware
23298,564491,2459065,30150,3193,12037,224496,223451,11355,72111,4532,22330,887,1951806,3485,1026,ransomware
21997,502313,5977059,26964,800,11599,215434,216396,11139,68101,4347,19785,908,1745631,926,1143,ransomware
23614,745452,14589772,31605,712,10971,250261,252076,12059,77988,5011,25848,937,2522356,808,3985,ransomware
25119,846334,14396320,35932,1016,12079,291000,295050,13701,90283,5206,24821,963,2897072,1185,6004,ransomware
23470,573729,2220008,30417,3461,12025,225781,224506,11390,72664,4548,22611,886,1981844,3772,1099,ransomware
23546,645271,14832150,22731,865,8343,232353,232874,11688,73347,4284,21196,976,2185150,967,5266,ransomware
22994,653556,14069070,27032,197,10182,232556,233122,11301,67395,5451,27866,925,2217780,142,443,ransomware
23405,621231,13579565,22600,979,8514,229653,230234,11673,73624,4077,19738,975,2109912,1113,5511,ransomware
24375,721405,13395026,30127,150,11322,271582,274122,12789,75019,6137,28842,941,2492976,68,7,ransomware
23381,713779,14384828,30151,512,10755,244115,245497,11783,74120,5201,26759,931,2417543,551,2602,ransomware
24430,642864,2671087,31551,4555,11678,234683,232311,11580,75087,4803,25264,885,2202903,4917,1369,ransomware
23633,643979,14951213,22060,969,8056,232322,232835,11748,74275,4102,20155,984,2180059,1095,6019,ransomware
23699,757074,14664970,32139,786,11051,252516,254490,12160,79407,4941,25514,939,2560813,903,4492,ransomware
23078,672562,14118129,28259,251,10474,236117,236936,11425,69086,5448,27945,923,2281147,215,803,ransomware
32439,1088560,8524032,45561,832,16849,486224,499189,21204,120998,9221,30445,1050,3986554,734,199,ransomware
24801,1108150,14387479,37156,460,9207,375728,366006,16826,88773,5474,21535,1270,3779578,472,2453,ransomware
23013,549176,2855388,29709,2748,12058,222366,221702,11298,71194,4507,21865,888,1902008,3009,904,ransomware
21962,499402,5790988,27071,796,11674,215086,216058,11125,67966,4353,19787,906,1736716,921,1036,ransomware
24942,855666,4303290,36451,3911,11391,300418,293736,14007,82611,5147,24090,1039,2931711,4212,1172,ransomware
22828,539242,3112465,29422,2459,12071,220985,220568,11261,70599,4491,21563,889,1869707,2700,825,ransomware
25272,851848,14307510,36140,1002,12178,295183,299435,13862,90952,5291,24938,965,2921334,1165,5894,ransomware
23219,560216,2569700,30027,3068,12043,223902,222963,11339,71855,4525,22200,887,1937905,3352,992,ransomware
23377,568753,2348776,30273,3316,12031,225089,223938,11371,72366,4540,22460,886,1965664,3617,1060,ransomware
22984,659715,14035003,27669,170,10386,233624,234268,11313,67517,5525,28314,921,2238634,111,242,ransomware
24057,977791,14000000,35838,125,10202,333745,327063,15054,80200,5917,25965,1149,3333323,57,5,ransomware
32370,1096398,10014028,45250,230,16758,489585,503136,21304,120638,9378,30918,1057,4014455,72,13,ransomware
23074,652350,14180173,26406,294,9915,232526,233085,11357,68261,5281,26895,932,2213029,262,1145,ransomware
25081,1221987,14303626,43126,415,10433,404548,394084,17772,94068,5855,23087,1297,4167099,433,2052,ransomware
23242,561487,2536797,30064,3105,12041,224079,223108,11344,71931,4528,22239,887,1942039,3392,1002,ransomware
22131,536794,7636429,27640,565,11571,219225,220107,11115,67031,4769,22585,904,1854313,627,247,ransomware
23836,710989,15000000,26984,1053,9353,244663,246059,12115,79178,4274,21483,971,2404266,1220,6501,ransomware
23104,676080,14140889,28421,274,10498,236799,237667,11455,69515,5427,27844,924,2292787,244,956,ransomware
23722,665042,15000000,23447,1025,8390,236259,237052,11882,76102,4106,20290,982,2250322,1171,6382,ransomware
31534,1207871,10628683,47176,210,15689,506137,513659,21859,119755,8989,29149,1163,4355724,66,11,ransomware
23294,611891,12982473,22943,965,8757,228536,229147,11631,73190,4099,19742,969,2081302,1098,5168,ransomware
32011,1192487,10361678,47199,218,16138,509280,518680,22005,121501,9195,29661,1140,4321112,68,12,ransomware
31372,1071962,10762444,44455,433,16142,462172,474470,20271,117681,8668,29613,1045,3889798,349,1501,ransomware
32545,1095661,9185293,45779,281,17077,495342,509295,21570,122177,9398,30325,1059,4023885,136,41,ransomware
23996,959950,14000000,35374,126,10210,328165,321883,14845,79464,5897,26103,1136,3271961,58,5,ransomware
23154,682813,14184458,28730,316,10544,238106,239065,11514,70338,5386,27650,925,2315069,299,1250,ransomware
33240,1136318,9672279,46756,257,17292,512914,527643,22225,125678,9694,30964,1070,4176451,95,141,ransomware
24697,1063759,14570332,39828,682,10805,350169,344739,15795,90875,5386,23446,1164,3617527,774,3852,ransomware
25206,1273768,14216346,44205,328,10312,422343,410232,18418,95113,6009,22969,1341,4346948,321,1463,ransomware
30745,1020192,10701113,42177,214,15654,445282,456596,19573,111367,8720,30496,1033,3705261,71,12,ransomware
26037,799355,12692218,33271,167,12452,316898,321727,14559,84502,6811,29273,965,2809246,69,8,ransomware
26156,732090,6483584,35110,569,14162,328258,334567,15343,89604,6438,24095,962,2637659,583,231,ransomware
22977,551176,5139202,29802,712,12712,245117,247621,12244,73396,4966,20995,915,1947867,806,325,ransomware
25049,753014,13110034,31402,157,11780,289958,293426,13507,78864,6410,29017,950,2621225,68,8,ransomware
22486,543633,8618710,25448,862,10527,220375,221204,11324,70020,4253,19769,931,1872208,991,2661,ransomware
25189,759593,13050718,31667,158,11875,293783,297444,13656,79664,6467,29053,953,2647918,68,8,ransomware
22197,546316,8152101,27622,530,11472,220306,221163,11127,67017,4833,23062,905,1884006,581,228,ransomware
21776,485472,4857222,27736,752,12104,213395,214413,11049,67107,4425,20015,897,1694284,871,353,ransomware
23767,683295,15000000,24852,1036,8773,239598,240630,11975,77324,4173,20764,978,2311479,1190,6429,ransomware
23673,751714,13190375,33336,1053,11534,253906,256298,12337,82486,4590,23288,940,2548848,1249,5638,ransomware
24837,836155,14560254,35547,1042,11896,283278,286956,13405,89047,5050,24605,959,2852288,1223,6207,ransomware
25413,1303629,12252309,45000,796,10259,436528,422048,18938,94983,6165,22933,1375,4457324,795,214,ransomware
33143,1131324,9726268,46503,264,17197,510071,524655,22119,125161,9637,30850,1069,4156198,105,204,ransomware
30523,1240509,11195143,47126,193,14734,499469,503006,21550,116049,8552,28062,1211,4429154,62,10,ransomware
23257,649616,14431980,24986,514,9307,232460,233004,11485,70225,4896,24694,949,2202262,534,2737,ransomware
25044,952838,6027591,38305,3235,11145,329943,321569,15076,85295,5368,23839,1112,3262647,3471,964,ransomware
23014,588183,11466802,23813,929,9371,225701,226388,11525,72089,4152,19751,956,2008677,1061,4297,ransomware
24708,1070083,14437656,35897,505,9103,363979,355095,16412,87616,5355,21387,1247,3648377,527,2771,ransomware
22294,560440,8916907,27596,478,11325,221911,222730,11145,66996,4927,23769,907,1928044,514,199,ransomware
24747,1214153,12085397,42975,245,10447,414709,402029,18190,91461,5982,22089,1336,4157620,217,76,ransomware
24339,1114454,11069868,40903,316,10678,387262,376447,17218,88149,5766,21777,1276,3820740,309,115,ransomware
22310,511382,3833406,28619,1649,12109,217110,217386,11156,68930,4445,20716,893,1779121,1834,603,ransomware
23434,646961,14676561,23608,729,8718,232395,232924,11609,72133,4522,22556,965,2191803,798,4283,ransomware
32146,1072963,9016620,45113,299,16895,484911,498386,21181,120143,9213,29936,1053,3937340,163,52,ransomware
22886,577442,10780144,24207,913,9650,224417,225138,11476,71590,4177,19755,950,1975775,1044,3902,ransomware
23344,770702,14000000,30450,132,10296,268977,266938,12629,71657,5686,27568,1002,2621063,63,6,ransomware
23944,754068,15000000,30299,1080,10256,252543,254505,12333,82063,4431,22602,962,2548605,1266,6611,ransomware
23231,560895,2552131,30047,3088,12042,223996,223041,11342,71896,4527,22221,887,1940112,3373,997,ransomware
23830,643018,12759504,23416,1690,8555,232738,232716,11752,74967,4124,20488,970,2181291,1874,5602,ransomware
28805,929213,11521401,38508,195,14335,392391,401033,17508,100299,7933,29992,1005,3336124,70,10,ransomware
23522,732883,14508441,31028,633,10885,247822,249465,11949,76453,5086,26210,935,2480761,706,3436,ransomware
27485,807730,7045665,37330,509,14769,363020,370918,16638,96381,7054,25391,982,2926059,490,191,ransomware
24521,824747,14743986,35116,1072,11690,274623,277884,13073,87661,4875,24363,955,2802095,1265,6435,ransomware
27681,812626,3573370,37420,3650,13821,331510,334677,15312,93691,6410,26873,944,2885601,3887,1082,ransomware
24513,641201,3305297,30297,4553,11158,234549,232280,11666,76281,4536,23691,899,2195294,4939,2543,ransomware
24547,1001631,14675054,38534,787,10951,328817,325364,15018,89621,5202,23587,1111,3401737,908,4559,ransomware
23127,652896,12604090,27930,680,10513,232834,233041,11305,67870,5464,28075,916,2218536,665,174,ransomware
22627,555504,9377631,25012,880,10219,221794,222586,11378,70572,4226,19764,938,1908573,1009,3097,ransomware
23170,557614,2637027,29952,2993,12046,223540,222666,11329,71699,4521,22121,887,1929445,3271,971,ransomware
22735,620068,9020889,30616,914,11834,233958,235687,11708,75009,4495,21588,918,2126497,1075,3072,ransomware
33147,1129643,9261131,46773,413,17300,509259,523683,22081,125063,9640,30977,1066,4150473,265,68,ransomware
26990,1354561,13174592,46952,135,11400,476170,465781,20472,103102,7026,24262,1379,4685751,49,5,ransomware
23811,702108,14922682,23725,942,8098,250413,249631,12411,76438,4210,19957,1023,2380143,1063,5838,ransomware
24239,874627,14889130,35887,1002,11249,285169,285757,13432,87058,4826,23876,1004,2960613,1182,6004,ransomware
21885,501220,5710007,27706,694,11940,215183,216160,11069,67084,4530,20804,899,1743388,796,321,ransomware
22182,544163,8035502,27626,538,11494,220062,220924,11124,67020,4818,22954,905,1877292,591,232,ransomware
22733,619795,9012238,30610,914,11834,233916,235644,11706,74994,4495,21585,918,2125620,1075,3067,ransomware
24680,1056587,14582422,39679,695,10822,347704,342502,15705,90730,5365,23463,1158,3592613,790,3934,ransomware
24756,652403,5891428,32772,632,13524,291637,296270,13978,82465,5790,22730,941,2333829,681,272,ransomware
24727,1172507,14000000,40905,119,10114,394642,383595,17334,88232,6134,24456,1287,4003025,51,4,ransomware
33328,1142514,9626176,47120,251,17413,515695,530572,22325,126249,9751,31111,1071,4200211,88,93,ransomware
24313,641731,6063017,28289,3718,10399,234021,232407,11691,75898,4416,22757,920,2191210,4045,3436,ransomware
32294,1105216,10226879,45711,348,16741,487399,500913,21239,121719,9178,30319,1057,4036107,226,837,ransomware
24560,1168371,11619064,42024,278,10553,402105,390281,17743,89940,5883,21946,1309,4002924,259,94,ransomware
23872,780571,14817014,33218,934,11211,257076,259370,12364,82277,4800,24838,944,2638572,1094,5518,ransomware
28177,899766,11786897,37320,188,13908,375272,383050,16839,96717,7679,29829,996,3216649,70,10,ransomware
22952,549727,5128437,29759,714,12700,244451,246925,12219,73266,4954,20971,914,1942344,807,326,ransomware
24435,1137810,11307777,41389,300,10624,393692,382440,17445,88925,5817,21850,1290,3899661,287,106,ransomware
29875,963046,11545285,37977,522,14003,414265,423995,18551,107741,7702,27014,1041,3473868,465,2316,ransomware
24112,709082,13506133,29630,148,11143,264418,266596,12510,73520,6030,28773,937,2442977,68,7,ransomware
24160,841921,14944259,35205,1057,11326,273929,275557,13023,86398,4729,23950,977,2847016,1253,6376,ransomware
23834,710151,15000000,26919,1053,9336,244510,245895,12111,79122,4271,21461,972,2401460,1219,6498,ransomware
23775,590127,1795665,30890,3938,12002,228062,226379,11451,73647,4575,23110,884,2035162,4282,1230,ransomware
23463,650312,10045733,28863,1678,10813,233310,232853,11375,69729,5294,27351,908,2214510,1760,482,ransomware
23598,580598,2042258,30615,3661,12015,226736,225291,11415,73076,4559,22820,885,2004178,3985,1154,ransomware
28457,1307207,12352726,47024,159,12785,485844,481237,20920,108478,7659,25840,1309,4579212,55,7,ransomware
23019,653187,14103103,26840,226,10100,232547,233110,11318,67660,5399,27569,927,2216324,178,658,ransomware
23276,651746,11465801,28345,1124,10646,233046,232958,11336,68697,5388,27753,912,2216745,1152,311,ransomware
22865,575598,10662199,24275,910,9698,224197,224924,11468,71505,4181,19756,949,1970124,1041,3835,ransomware
29744,956299,11618214,37635,532,13875,410424,419959,18407,107042,7624,26860,1040,3446512,479,2401,ransomware
24333,641678,5789736,28488,3801,10474,234073,232394,11689,75936,4427,22850,918,2191615,4133,3347,ransomware
28283,960483,12557876,40244,721,14135,377599,385822,17025,104144,6958,27245,1004,3399310,762,3726,ransomware
23443,572266,2257867,30375,3419,12027,225578,224339,11384,72577,4545,22567,886,1977087,3727,1088,ransomware
23554,831605,14000000,32035,130,10269,288025,284620,13342,74170,5754,27097,1045,2830534,62,5,ransomware
32003,1192733,10365947,47199,217,16131,509230,518600,22002,121473,9192,29653,1140,4321666,68,12,ransomware
22458,519369,3626733,28849,1881,12098,218221,218298,11186,69409,4458,20959,892,1805089,2083,667,ransomware
23340,672880,13832531,28170,140,10618,243372,244488,11688,69116,5718,28573,926,2296096,67,6,ransomware
26464,1371543,13469329,46927,127,10904,472700,460239,20311,101174,6798,23697,1404,4723958,47,4,ransomware
24670,1054785,14457820,35391,523,9061,359258,350711,16245,87152,5308,21328,1237,3595653,549,2898,ransomware
27928,888061,11892433,36848,186,13738,368467,375901,16573,95293,7578,29764,992,3169156,70,10,ransomware
25920,875251,13930595,37024,941,12600,312938,318045,14543,93794,5650,25435,973,3024302,1078,5427,ransomware
24834,1119964,14475594,41000,588,10673,369485,362267,16497,92009,5553,23319,1211,3812743,653,3213,ransomware
27803,1328335,12719426,46992,149,12167,481527,474341,20720,106079,7377,25136,1340,4626748,52,6,ransomware
23847,715309,15000000,27316,1056,9444,245454,246906,12137,79468,4289,21595,970,2418742,1224,6512,ransomware
23428,647046,14668671,23652,722,8737,232397,232927,11605,72072,4534,22625,965,2192141,790,4233,ransomware
32652,1171796,10002571,47230,228,16743,513507,525433,22200,123850,9472,30351,1109,4274561,70,13,ransomware
23620,850730,14000000,32532,129,10260,294006,290172,13566,74958,5776,26949,1059,2896310,61,5,ransomware
23789,590877,1776268,30911,3959,12001,228166,226465,11454,73691,4576,23133,884,2037599,4305,1236,ransomware
22470,585841,10292476,27549,386,11061,224796,225548,11178,66958,5098,25041,911,2007251,393,147,ransomware
23137,680568,14169932,28627,302,10528,237670,238599,11494,70063,5400,27715,925,2307640,281,1152,ransomware
27659,1332981,12800064,46985,146,12031,480578,472825,20676,105552,7314,24981,1347,4637201,52,6,ransomware
23255,649641,14429715,24999,512,9313,232460,233004,11484,70208,4900,24714,949,2202358,532,2722,ransomware
22043,506202,6225682,26821,806,11498,215899,216849,11156,68282,4338,19784,910,1757544,932,1286,ransomware
23860,778923,14806347,33142,924,11200,256756,259028,12350,82076,4810,24886,943,2633117,1081,5446,ransomware
23272,649392,14452610,24870,532,9258,232454,232997,11495,70386,4865,24514,950,2201379,556,2867,ransomware
22461,519540,3622293,28854,1886,12098,218245,218318,11187,69419,4458,20964,892,1805647,2088,668,ransomware
23577,740457,14557449,31376,681,10937,249292,251038,12015,77378,5041,25992,936,2505825,768,3767,ransomware
23923,642771,11471192,24353,2080,8910,232985,232656,11741,75146,4180,20925,960,2183200,2292,5185,ransomware
27595,813975,7092073,37513,504,14819,365890,373920,16745,96940,7105,25498,984,2949870,482,188,ransomware
23148,682125,14180006,28698,312,10539,237972,238922,11508,70254,5390,27670,925,2312792,293,1220,ransomware
22944,654308,14000015,27421,136,10349,232574,233144,11266,66856,5557,28470,920,2220740,67,6,ransomware
25165,1256614,14245260,43848,357,10352,416448,404882,18204,94767,5958,23008,1326,4287367,358,1658,ransomware
23912,741376,15000000,29322,1072,9990,250222,252016,12269,81213,4385,22272,965,2506079,1252,6579,ransomware
29863,1017513,11639381,42398,574,15162,420864,431172,18686,111069,7833,28457,1025,3650230,551,2587,ransomware
27786,942551,12846688,39567,768,13812,363995,371562,16503,101967,6682,26865,998,3320411,829,4084,ransomware
23332,766970,14000000,30353,132,10298,267810,265854,12585,71503,5682,27597,1000,2608226,64,6,ransomware
23838,642996,12645494,23499,1725,8586,232760,232710,11751,74983,4129,20527,969,2181460,1911,5565,ransomware
22021,520967,6779384,27670,622,11735,217427,218351,11094,67055,4663,21793,902,1804964,702,280,ransomware
22148,539258,7769869,27635,556,11545,219505,220380,11118,67027,4785,22709,904,1861997,615,242,ransomware
21751,481562,4650450,27725,769,12137,212953,213982,11045,67137,4394,19794,896,1682066,893,381,ransomware
28265,846479,4180741,38419,3304,14192,350491,354860,16035,97041,6755,27311,957,3020672,3500,974,ransomware
26305,1376689,13558651,46919,124,10753,471649,458559,20263,100590,6729,23525,1412,4735537,47,4,ransomware
23081,653254,12958867,27801,542,10471,232768,233067,11295,67612,5488,28175,917,2219094,513,131,ransomware
33431,1146118,9560242,47259,241,17481,518530,533544,22434,126697,9808,31189,1072,4216269,73,14,ransomware
21928,507446,6047190,27695,672,11876,215891,216851,11077,67075,4572,21116,900,1762803,766,308,ransomware
24013,781990,15000000,32449,1097,10841,257651,259978,12474,83932,4533,23327,955,2642158,1295,6683,ransomware
25825,789424,12781760,32870,165,12308,311125,315662,14334,83293,6725,29218,962,2768952,69,8,ransomware
23677,643425,14876949,21875,1049,7972,232333,232813,11772,74673,4032,19771,986,2178155,1188,6287,ransomware
22200,519480,7074529,26334,826,11153,217487,218394,11216,68898,4308,19779,918,1798218,953,1773,ransomware
28696,1299485,12218704,47036,163,13010,487421,483758,20993,109354,7763,26097,1298,4561839,56,7,ransomware
24068,804233,15000000,34161,1110,11307,261719,264339,12587,85422,4614,23905,950,2716681,1319,6740,ransomware
23054,652658,14151755,26566,269,9983,232534,233095,11343,68040,5325,27144,930,2214244,231,965,ransomware
24576,1016111,14508795,34112,569,8956,347322,339627,15825,85977,5187,21178,1214,3462363,606,3221,ransomware
22089,530789,7311269,27651,587,11633,218543,219441,11107,67040,4729,22285,903,1835590,655,260,ransomware
32221,1089436,10076800,44970,229,16657,485537,498884,21145,119791,9318,30879,1054,3986207,72,13,ransomware
21991,516630,6544525,27678,638,11780,216934,217870,11089,67061,4634,21575,901,1791440,723,289,ransomware
23217,650218,14376500,25299,466,9441,232474,233022,11457,69793,4981,25179,945,2204634,474,2386,ransomware
24395,939015,14780598,37229,893,11098,307298,305837,14236,88358,5017,23729,1059,3184253,1043,5271,ransomware
23524,822741,14000000,31804,130,10273,285252,282046,13238,73804,5744,27165,1039,2800046,62,5,ransomware
24732,655603,753211,32632,5302,11896,239630,236431,11805,77086,4692,24607,889,2250363,5738,1600,ransomware
24123,645226,5009692,30699,3642,11404,234247,232483,11515,73388,4959,25926,892,2206583,3916,1088,ransomware
24713,1205686,11999151,42799,251,10466,412378,399856,18107,91179,5964,22063,1331,4129010,225,80,ransomware
32798,1123387,9934218,46398,301,17069,501185,515363,21768,123926,9457,30705,1064,4116058,158,474,ransomware
23378,568808,2347368,30275,3318,12031,225097,223944,11371,72370,4540,22462,886,1965841,3619,1060,ransomware
33000,1121587,9377946,46539,261,17285,507256,521755,22014,124499,9609,30769,1065,4122734,104,27,ransomware
24881,797727,3275160,35345,4314,11537,282813,277140,13369,81011,5015,24240,996,2734387,4654,1296,ransomware
23705,658346,15000000,22932,1021,8250,235034,235739,11848,75653,4081,20116,984,2227886,1164,6365,ransomware
31010,1008307,8536158,43215,350,16377,455197,467313,20074,114350,8687,28828,1035,3690819,243,86,ransomware
23928,788194,14866337,33568,982,11263,258555,260953,12430,83208,4755,24619,945,2663797,1156,5850,ransomware
22147,515010,6788763,26498,819,11269,216952,217874,11196,68691,4318,19780,915,1784525,946,1609,ransomware
31682,1056087,10539553,42691,380,15769,467236,479650,20524,117372,8772,29135,1057,3851128,266,1148,ransomware
23534,645454,14815315,22826,850,8383,232358,232879,11679,73215,4310,21343,975,2185870,948,5160,ransomware
23949,646569,6339784,30214,3124,11248,234000,232580,11478,72421,5047,26302,896,2208677,3347,928,ransomware
25237,1287046,14151678,43074,248,9696,430939,417278,18771,94207,6031,22231,1379,4396146,211,962,ransomware
23919,744039,15000000,29527,1073,10046,250709,252538,12282,81391,4394,22342,964,2515002,1255,6585,ransomware
23476,726615,14467886,30741,593,10843,246606,248163,11895,75687,5124,26390,934,2460020,655,3162,ransomware
28531,867231,7487821,39076,462,15246,390364,399514,17657,101711,7538,26411,998,3152925,417,160,ransomware
23654,643658,14980736,21894,995,7984,232314,232825,11763,74506,4056,19897,986,2178797,1127,6205,ransomware
23250,651951,11668692,28271,1045,10622,233008,232972,11331,68550,5402,27810,913,2217064,1065,287,ransomware
27005,780416,6842693,36528,531,14550,350467,357792,16170,93934,6832,24923,975,2821915,524,205,ransomware
24715,737360,13251169,30771,154,11553,280858,283866,13152,76960,6275,28930,946,2557714,68,7,ransomware
23677,643426,14880652,21872,1048,7971,232332,232813,11772,74673,4032,19769,986,2178150,1187,6288,ransomware
23889,732335,15000000,28627,1066,9801,248568,250244,12223,80608,4352,22038,967,2475786,1243,6555,ransomware
21871,499248,5603239,27710,702,11961,214960,215941,11066,67087,4517,20705,899,1737240,805,325,ransomware
23348,709323,14355991,29947,484,10725,243250,244571,11744,73575,5227,26888,930,2402795,514,2408,ransomware
32052,1191164,10338723,47201,218,16177,509550,519112,22017,121651,9213,29706,1138,4318136,68,12,ransomware
24221,867031,14901933,35729,1015,11267,282559,283388,13337,86905,4803,23893,998,2934232,1198,6090,ransomware
22581,551680,9133143,25152,874,10318,221337,222141,11360,70394,4235,19766,936,1896858,1003,2956,ransomware
28458,890064,12334192,34279,634,12618,372714,380339,17003,100186,6863,25351,1029,3177942,621,3232,ransomware
23672,645106,15000000,21913,1013,7973,232612,233144,11781,74767,4033,19772,987,2183525,1150,6331,ransomware
21772,484958,4829404,27737,754,12109,213336,214356,11048,67108,4421,19989,897,1692682,873,354,ransomware
25134,1290849,14000000,43985,115,10060,431654,417954,18719,93113,6265,23540,1370,4410050,47,3,ransomware
24089,812502,14993846,34592,1107,11395,263819,266382,12656,85805,4642,24017,952,2744835,1316,6710,ransomware
22058,526232,7064501,27660,603,11680,218025,218935,11101,67047,4698,22056,902,1821381,677,269,ransomware
30947,1226830,10957730,47147,200,15134,502264,507471,21680,117602,8735,28517,1191,4398379,64,11,ransomware
23238,649901,14405766,25134,491,9371,232466,233012,11472,70021,4936,24923,947,2203382,506,2571,ransomware
22942,582160,11081717,24034,920,9528,224981,225687,11497,71810,4166,19754,953,1990225,1051,4076,ransomware
24695,1201495,11956458,42712,254,10476,411224,398781,18066,91040,5955,22050,1329,4114847,229,81,ransomware
27603,872814,12029902,36233,183,13517,359604,366590,16227,93438,7446,29680,987,3107294,70,10,ransomware
22912,649736,13752497,27430,153,10397,232055,232637,11260,66863,5526,28241,919,2206482,89,15,ransomware
24698,640707,739637,32164,5330,11865,235041,232162,11642,76638,4647,24561,880,2199094,5770,1713,ransomware
23964,950643,14000000,35132,126,10215,325254,319180,14736,79080,5887,26175,1130,3239950,58,5,ransomware
