L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-instructions,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,iTLB-load-misses,instructions,node-loads,node-stores,class 
465561,9702614,6171559,314149,1482,112965,8165410,7968498,69521,831215,2998,353332,16322,36740739,2473,79,benign
240688,12203706,6800253,114341,10221,44518,11471299,11593069,121270,1206662,113201,375706,3890,36109553,80180,8368,benign
493,7551,3807,788,265,367,4914,4921,338,1659,9,1729,69,21222,7,1,benign
1721,5947,9045,764,0,338,4927,4848,424,1704,27,2371,80,20972,6,0,benign
1722,5965,9042,748,0,330,4887,4899,415,1655,4,2300,81,21288,3,0,benign
2897,27161,19366,2320,843,1341,16238,16038,559,3694,649,4141,97,87291,583,81,benign
36127,16692215,596899,23364,5617,15895,6587466,1321666,71050,974095,74258,160501,1249,37144613,48195,15763,benign
161160,987674,562877,50102,4716,53243,732964,769713,47581,506892,15089,207642,1925,18991125,7591,267,benign
1002,73667,3320,1261,9,731,79742,3333,2601,13565,2826,7985,153,352613,1348,218,benign
112375,13738708,7213387,49576,565,33022,12576202,12813977,33455,885223,698,72891,1992,52634030,696,2,benign
2975,27864,18656,1509,773,1362,17775,16445,716,4103,319,4986,101,87790,279,61,benign
423331,8616685,3768394,256739,1204,134059,8499456,8591773,96302,939484,2374,331794,4333,33752334,1659,651,benign
520210,2445997,849306,6091,8830,39266,159041,1595090,1187,20927,4310,17967,269,792102,3796,379,benign
1815,5958,9051,1055,324,377,4885,4891,418,1698,3,2271,79,57652,2,519,benign
3661031,13523841,4501575,86366,9364,591913,12857577,12393638,151792,920471,14080,663680,3460,49096321,11572,574,benign
2321,49940,31585,1646,109,1585,32819,31315,570,5667,576,5709,85,174184,285,68,benign
197405,3160158,1982986,226064,1633,60354,787755,3090969,28932,137506,20420,68909,12300,3497113,1909,813,benign
3056,13598,8132,4523,1575,2263,60177,9658,2176,12383,5924,6811,388,332223,1366,211,benign
2906,29928,18869,2030,833,1370,16467,16534,510,3809,406,3950,112,89052,313,91,benign
1766,5963,9048,815,60,377,12923,4887,8632,54233,13415,31363,96,33556,3827,303,benign
1733,7533,9048,736,6,390,7018,7019,454,1902,2,2692,83,33605,1,1,benign
1984,39100,29064,1739,647,1378,16824,27465,775,3633,247,3739,98,90654,139,34,benign
482,5945,3785,503,92,489,4875,5725,327,1213,1,1613,110,21026,6,0,benign
1745,6594,9060,802,2,422,4898,5277,430,2653,581,2821,76,21023,60,496,benign
1796,7531,9048,982,332,463,4913,7022,343,1614,4,1663,102,21233,9,0,benign
3404,26971,20068,2405,881,1353,16324,15944,616,6338,2311,4673,98,87475,1159,102,benign
285882,11883113,6147675,293136,20507,135320,11132374,9766481,106168,952273,19947,448713,13892,52203351,26713,2213,benign
3725,46487,5882,4822,1768,1021,19655,44220,797,6317,15,4059,304,74362,9,1,benign
2938,26857,18167,2121,775,1340,450611,18422,4176,33280,1972,7691,101,14240,362,66,benign
2235,14635,13213,953,1,534,4900,10748,332,1629,16,1705,84,21218,8,0,benign
2108,16270,15720,1026,9,492,7013,13823,254,1263,10,1662,139,33561,4,0,benign
528407,10306402,5150609,137813,5907,104365,5745753,5725691,216727,836882,18230,341432,5882,42145890,8097,5856,benign
3687,31350,20480,2866,944,1657,16548,18716,597,3790,381,4206,96,89877,290,80,benign
363488,11284826,3457880,100619,28941,75087,7090959,17261012,83200,1000354,94884,244409,3201,27407549,79842,1600,benign
517072,2201352,785920,17514,555,98687,1342516,1903337,13194,94351,946,61083,819,4896139,780,83,benign
460,7533,3789,855,17,449,7021,7033,388,1618,4,2301,67,21044,4,0,benign
1738,7541,9051,737,7,401,4859,7025,335,1225,1,1615,94,20996,6,1,benign
753000,10410532,7129017,341636,13625,215757,7111257,7147955,119789,901117,7610,386339,24712,38832867,3821,1802,benign
193816,15848036,7584154,144406,18130,73639,31211,15705328,148313,6867,980,225584,4456,162606,502,99,benign
124505,5236665,2338310,63387,10531,50925,9555821,5017337,219521,940785,7674,146127,2814,43505663,4043,1558,benign
518,3596,2372,1031,349,371,70107,2564,4296,27306,12215,19220,68,306330,2666,204,benign
3769,39688,20849,4129,969,2574,26689,34652,1321,7921,1616,6616,320,136226,908,74,benign
102923,4516356,4766865,53554,8410,75550,198421,4229651,15482,116348,13737,79880,1545,3616277,4258,2137,benign
21903,359216,172129,13354,2595,12051,53187,386920,407,8804,854,7883,856,289563,329,110,benign
135729,3404881,1745644,92110,12387,44181,3018113,3245091,56161,370344,13102,103084,1487,12654169,8139,1067,benign
126310,3042771,1440735,122293,8145,44953,4926265,2572589,149487,717159,42868,502680,3453,23554879,22047,1627,benign
466,5982,3789,816,19,351,7015,4905,473,1757,8,2569,56,33568,2,5,benign
491040,9389116,4303695,145304,14945,73471,231891,9464519,71813,574230,8300,43387,2119,1121286,5704,366,benign
444,6679,4557,735,2,515,12804,7611,570,2739,46,3389,135,59296,23,23,benign
2171,15739,14368,1141,4,487,14370,13794,816,3214,71,3861,105,66774,22,49,benign
304987,7655731,3542758,270183,693,145724,7888904,7306825,133214,989499,1344,478707,9444,30205350,789,278,benign
460711,3255385,1438076,48424,18185,35344,8831949,2793784,391034,963313,16382,510841,1909,41705211,5906,2193,benign
389940,11443008,5596276,209397,22626,106801,9019306,10810603,166980,923899,29252,314439,5234,37319217,16532,1813,benign
4308,37479,19542,1594,589,1958,17949,26464,793,4389,476,4259,93,95968,204,24,benign
404256,9861094,4885356,181000,24548,120149,9252819,8488043,194445,908575,43485,298786,5794,42462637,24527,2271,benign
637,4095,2571,976,393,471,33225,3063,2207,11151,3032,9597,112,135928,980,66,benign
446,5974,3791,479,1,323,7024,5124,411,3198,1553,2866,105,33653,22,542,benign
489,5959,3808,982,280,364,4917,4881,345,1994,3,1667,67,21261,1,0,benign
29796,1888702,1210788,7461,828,8801,10739499,2664778,75118,505002,26690,90387,349,42776308,4540,17310,benign
326044,12110114,5899536,204604,6611,108913,1353577,10845392,25581,106244,799,59478,7057,4942512,608,92,benign
312489,12904667,7512372,56466,706,162193,10490675,11461417,48743,908529,7565,225154,1359,45739965,4281,542,benign
300499,14658736,10093983,131668,41708,89263,12492260,13092675,141994,955531,50739,198514,1122,56504582,48368,1446,benign
579,3828,2538,1370,390,414,17960,2731,1494,9757,2678,8475,82,82041,1798,65,benign
1580,21163,12676,1715,76,1203,36214,13987,1979,11291,2348,12207,27,186014,1488,355,benign
197968,3876922,2456966,232276,103,63810,34260,3161303,926,15421,304,6941,3881,690892,183,47,benign
301722,7976345,3562597,277442,551,148425,7681391,7574734,120703,941116,2426,436763,6156,31384615,1631,612,benign
1808,114310,9055,982,310,1944,6702,101552,394,1642,15,2246,88,58169,7,566,benign
3705,30852,20264,1509,329,1776,3174,16086,253,2280,425,1655,83,16193,443,18,benign
3892,49667,28450,3920,1420,2708,28620,35209,1324,7878,1778,7416,248,140827,942,82,benign
456,17945,3782,682,9,510,235453,13271,8502,1826,13247,35183,132,1134659,3723,0,benign
1847647,11580249,10455632,288911,74,128452,9195155,9178219,35853,979549,1223,238094,31067,48384956,629,387,benign
455979,5751691,3827784,151428,6475,104469,3691270,3923357,37626,510608,3752,193435,4264,19423419,3176,116,benign
672000,8244087,4968067,259734,8019,155241,4227851,4231180,81210,747894,13810,477795,7774,32839532,8892,2443,benign
2647,83591,28044,3996,1351,1603,60265,60010,2200,13511,5655,6839,307,332690,1364,208,benign
27519,742694,358686,14480,545,10296,7691898,763974,175090,976138,56310,420144,887,8582224,26685,1757,benign
2399,14511,13198,1817,216,575,12878,10307,694,2709,39,3736,85,55695,9,31,benign
684379,10944859,5526419,75338,109494,285926,9374320,9875845,15011,931305,801,76708,11911,35112828,675,60,benign
526706,13007010,5733214,128846,1750,58977,1276120,11008790,26144,120242,20863,47370,1345,4570733,8525,548,benign
211702,8441146,3399847,23324,1423,53129,9188727,9386906,37300,926238,4073,59267,1678,37761645,2194,120,benign
6412,51680,29975,9361,3379,4951,102785,37346,2578,17641,7113,8787,944,332272,1521,336,benign
2917,27512,19101,1955,971,1361,16442,16161,639,4250,348,4590,102,88131,273,74,benign
569465,9493907,4195125,87070,72,314904,8875825,8748428,24258,998864,122,467001,1596,34699796,75,41,benign
304191,8333125,3676957,149708,5423,98980,8066563,7912563,96525,886898,14329,210585,7308,33867308,11479,991,benign
212354,1392411,1234048,43325,3936,20210,39796,1087363,1261,7238,471,9191,3448,5613333,262,99,benign
255509,9508463,4735204,330952,18781,116606,7471623,8294315,161635,1028419,43585,513124,8797,34989863,20873,3249,benign
1720,7527,9048,750,4,386,4872,7010,261,1119,24,1328,85,21038,13,5,benign
2078,41755,26489,2009,174,1488,29785,27492,1253,8386,1792,6276,136,152607,941,66,benign
3066,312391,15866,1887,539,1117,4883,14203,266,59532,4,1368,81,21058,4,1,benign
209906,4458523,2303219,192594,25731,92262,6093322,3499684,129283,829768,39704,489474,9122,26793776,21507,1495,benign
477214,9994369,6359417,320458,1652,112246,7982987,8209244,63287,822822,1722,345645,13814,36077589,1710,1,benign
698944,27045129,11255224,21126,16379,52715,7370654,13558088,92174,949996,79508,256657,47,27190117,66727,1894,benign
42045,2728240,1758181,26830,15277,25192,7046,2019846,398,2043,451,2571,1187,33874,62,384,benign
145641,18547547,10327311,43941,1306,74285,9414014,18481613,90549,863503,2593,365225,2173,41390399,2063,12,benign
592,7129,4917,790,7,548,4850,8272,332,1625,2,1651,147,20987,0,5,benign
196604,3860388,2468937,222163,76,63182,548682,3041996,5188,169437,364,21905,3474,7824791,330,11,benign
2925,27649,18600,2205,1244,1465,17809,16251,813,6575,1871,5101,85,96466,870,91,benign
9227,21569,13645,1348,137,930,18645,14610,577,3974,396,3332,103,101605,132,41,benign
1879,29316,18620,1810,313,1249,15543,19076,556,3228,151,4381,23,85568,84,40,benign
255638,16511085,8106010,20411,10925,87871,17268842,16920952,106893,973873,17001,125312,509,82588032,10818,1591,benign
135390,2681946,1691613,146998,67,36180,784947,2181207,7589,69892,261,35783,1747,3284289,179,48,benign
175214,4604447,2555487,190450,15024,81942,9709090,3667382,216102,1249060,123586,622189,8578,42492042,74951,10562,benign
1101890,24395898,11657298,82888,3568,74440,633714,18244082,36878,91968,3486,67013,2447,3113710,2067,146,benign
3539,34839,21160,541,1556,2665,4738225,4605,8804,923824,8902,42940,225,60091392,15495,1562,benign
431264,16538220,9886603,241421,13283,110137,9012718,14419753,84400,936012,14242,114992,11364,38415703,10727,2394,benign
632,4079,2555,939,398,461,1515454,3048,40832,198757,23480,93252,118,6813213,12050,838,benign
434166,11758736,5944296,285790,12377,146520,10145188,11403630,178270,1172023,21735,465275,10654,42354697,10940,1203,benign
2083,15223,13839,963,11,465,117762,13423,1657,19719,664,7858,101,33621,307,13,benign
8769,105105,59447,11509,3294,5831,36762,81201,2884,10335,1963,11231,790,184528,326,59,benign
2653,15549,13959,1382,12,1119,7029,13790,423,2019,34,2476,149,33659,17,15,benign
356725,10026592,5621605,152466,32214,124346,8146904,8952794,57702,862013,45339,301594,6571,35468799,34419,3741,benign
65347,64175,405581,70834,3353,42267,1162872,538467,2988,34235,668,9485,1990,1647588,368,41,benign
114503,13981762,7339232,29948,604,34041,12345049,11996626,33223,884638,705,75147,1427,51640071,819,10,benign
3830,23610,12805,2782,1663,2545,2532,17774,326,2889,1510,1749,285,11811,352,18,benign
1555,10157,20444,2296,909,3272,1451374,8104,22690,290305,3043,145947,233,83422,1800,55,benign
1769,7544,9064,952,306,430,4922,7020,330,1668,314,1832,128,21234,269,499,benign
457,5134,3443,790,246,348,13820,4058,626,2839,27,3508,69,59869,7,19,benign
692506,6596362,3279822,163426,38289,178858,5167728,5172801,130643,763549,62864,521078,9579,23507427,38082,3287,benign
485,5966,3784,698,259,362,4877,4900,333,1748,5,1689,67,21078,3,1,benign
444255,5947573,4006782,177597,10356,150235,4704724,4495454,78763,620966,11348,398116,8525,23988705,10988,265,benign
341404,9004448,4262121,166105,5970,85638,8678845,8703775,103595,942573,8040,183254,4363,36184466,5144,765,benign
489,5926,3786,766,271,370,11924,4845,444,2675,2,2342,71,58368,2,0,benign
321218,7710291,3417870,274130,589,154112,7144824,7633146,123417,890762,969,493552,4766,29332928,564,252,benign
2219,9546,10119,1061,330,813,8802,8877,458,2493,11,1997,81,47368,10,25,benign
347780,16414725,9146255,19855,812,212681,16623527,16858943,179428,986495,3279,288796,727,69360483,3027,33,benign
2927,26866,19370,2186,831,1364,18149,15852,882,4320,310,5058,112,90657,261,48,benign
514,7535,3786,686,268,480,7025,7028,258,1771,2,1440,62,34925,2,1,benign
2695,12332,14141,1276,384,679,7062,10227,423,1774,44,2418,107,979655,16,3,benign
2729,83998,28286,3277,997,1626,105276,60192,2901,20123,7465,10810,325,538441,1671,383,benign
1788,5946,9048,895,61,320,4901,4874,390,1652,5,2348,78,21071,5,0,benign
506,7527,3793,781,291,452,7001,7010,337,1670,3,1711,61,33499,3,32,benign
571899,8132415,4923081,209788,17330,135978,4878123,4831734,111439,768139,25472,419992,7238,38820805,19110,2371,benign
332687,1316877,363214,12996,10095,44395,336699,1292422,5909,30193,2095,16327,401,1413614,952,149,benign
307647,8778969,4593192,260979,17635,126276,1923518,6361774,53803,302614,20321,222137,7361,9496324,9623,947,benign
1800,5986,9051,967,304,437,7027,7027,376,2212,9,2329,86,33648,6,9,benign
201836,1308687,2546293,237425,78,50160,1018,3299633,172,1058,358,982,4729,5293,103,4,benign
740,4734,3109,3617,422,542,109310,21281,3417,28905,5138,16061,103,98486,2025,321,benign
1744,7548,9067,759,5,401,7029,7036,410,1617,3,2149,99,33632,0,3,benign
3052,27855,18728,1597,851,1371,3156,16299,478,4117,434,1566,94,14150,388,16,benign
3619,26550,15240,4328,44,2804,1388729,860,33136,256064,24059,198701,441,6301706,6807,1161,benign
585291,6552765,3323896,132985,65821,207660,5037640,4805898,129564,819588,101765,428685,7117,25388036,77003,5090,benign
272757,16341282,9145704,34146,715,167347,17833491,16372131,185273,977364,2498,156600,2355,75110548,2207,25,benign
1061,9341,5536,1176,291,621,8857,7243,500,2024,5,2805,71,43278,4,1,benign
3804,4729,22593,1016,443,516,20715,3636,408,4232,491,2239,98,108628,428,110,benign
6378,51766,30014,9454,3413,5015,2757471,37500,8845,322966,100122,219398,956,9551514,44887,40326,benign
7327,58924,33412,10187,3741,5555,62280,42786,2429,13036,5112,7774,965,330991,1269,203,benign
1795,5937,9048,966,328,380,6998,4857,352,1228,3,1662,120,35802,3,0,benign
1738,6749,8706,909,62,418,8068,6251,458,2101,613,2786,90,40173,257,10,benign
118446,14319733,7516482,29697,553,34062,13514019,13348472,30402,934073,610,33976,1698,56543769,595,9,benign
2327,13838,13074,1580,367,978,4900,13306,346,1618,4,1685,187,21174,3,0,benign
354694,9460573,4163921,217254,14274,152721,7230982,8873069,169193,915256,17235,536952,6212,30260735,9256,1215,benign
448337,15942750,9364125,209429,14238,97188,15798363,13968778,160131,908610,2729,257483,4322,66005306,2442,35,benign
177417,10573914,3470972,43290,1290,32487,9058776,9081569,50019,930205,1749,148599,912,33757067,1057,77,benign
118710,14297867,7507096,26367,671,22303,12333293,13376067,36972,926888,945,42686,197,51802160,726,193,benign
495910,9928890,6371413,320618,2546,129963,8203756,8407319,64379,828644,2976,320455,20793,36933831,2648,59,benign
1837,5972,9048,997,336,380,11876,4913,385,3193,9,2294,104,56533,4,5,benign
191117,3656347,2302094,210234,115,50157,3025840,2980777,28088,394180,270,243457,2935,13016460,90,4,benign
3034,27605,20214,2287,867,1511,16560,16223,659,4106,395,4075,98,84728,325,68,benign
2225,12457,12516,1544,327,686,4855,10130,342,1208,21,1615,100,20985,5,13,benign
524678,8666386,4686968,183167,17854,127044,5241734,5187185,137872,789437,21746,345067,6582,38639229,15878,2061,benign
5854,30281,17917,8686,3037,4541,62736,20734,2125,14771,5683,6742,853,345117,1330,199,benign
449603,9578723,6222347,319329,1230,111106,8083724,8131440,66689,822357,1829,338167,26108,35336008,1780,5,benign
462,5962,3785,560,1,317,4876,4891,274,1799,5,1430,62,21048,301,1,benign
126359,677412,272529,33813,1542,36992,893395,532499,15019,99272,2951,63424,2244,4704688,1557,542,benign
440910,14934211,8359857,26248,1165,297839,16653329,16285422,190558,959762,1595,241008,1259,69577121,1654,41,benign
522,3580,2355,1032,356,377,2552,2547,331,2926,1659,1710,73,11912,348,21,benign
492,6021,3832,802,247,355,4926,4960,347,2126,5,1757,69,21291,2,0,benign
516,14659,3825,798,286,1012,7039,14955,404,2176,622,2863,121,33907,50,535,benign
498,7540,3792,713,264,448,7010,7016,367,1414,4,1809,62,56686,3,10,benign
3134,28473,19498,1489,868,1365,16730,16802,638,6030,460,4883,126,90283,349,81,benign
107564,1282750,749399,57793,11335,43983,3209632,971004,150946,412772,12812,290236,2770,15661616,9603,1422,benign
192388,3989882,2513065,232619,73,67127,2052827,3081188,11941,268297,84,162634,3344,9277109,84,0,benign
6336,87504,0,187,103,157,72965,779,4591,30102,13822,22376,31,320645,3017,222,benign
164953,31753655,9532020,13166,4957,21174,5033321,6121566,7966,991986,7736,26617,524,66743711,6091,1610,benign
3252,86329,29803,4686,1594,2082,63350,61781,0,15124,192,418,325,348665,115,12,benign
583707,6527211,3369211,162444,37318,148743,5044817,5562198,126347,725744,58412,327187,6466,23212145,37697,2157,benign
1743,7534,9048,774,5,413,11844,7016,639,4352,2552,3400,82,58251,1478,573,benign
13198,181505,99782,11831,365,6836,147200,146264,5743,27145,2483,24613,756,641896,1120,79,benign
